Block,Timestamp,st_yeth_crvusd_with_chainlink,st_yeth_crvusd_no_chainlink,eth_crvusd
18343584,1697225615,1548.29009656614459302803579043253109126698903523201158287500804229100908424319,1548.26180584016392108771393349268150194177686534213804434942436511066456801859,1544.88076220572451127349884389001529000251663390904921090413226482836937138409
18343712,1697227151,1549.07189088919135015297415490625997962893363383315872539019162902505715651084,1549.33755621211061392266161826947302584297965754147870725734724334912921688818,1545.65768533347000971216475162905496893048264313430436294625955525052519967398
18343840,1697228723,1549.07512148116608451695158658451435792144583472211141821365816099171186065561,1548.93155990035004032247134174898739484298343332328570049611307991888690393164,1545.65768533347000971216475162905496893048264313430436294625955525052519967398
18343968,1697230283,1549.07832739730065907424427357394213378576435372325478484213706881225027245269,1549.38975281877031936210023833758253423303488900284975368736229857518154462397,1545.65768533347000971216475162905496893048264313430436294625955525052519967398
18344096,1697231819,1565.57827791139682959458527868682770540006729507003164538404521360579015001127,1563.82582702786164121899974363228482833449066295482449619093921175211146158314,1562.11801784747917170110237374436084806358334633026925980731433518320273998767
18344224,1697233379,1565.58151795602180536890519519320961795837980532521288910099461533268770585327,1564.83602301738654275115607665175927307247058352719253466530835314116468688200,1562.11801784747917170110237374436084806358334633026925980731433518320273998767
18344352,1697234927,1564.66864276496923064051306790016146851418012900390293506554237936392300672799,1564.60092344267800883067685506829354055423187221756850656414520561878247288719,1561.20395606041282806585372250597475317667470774913023970887931308907903011292
18344480,1697236475,1564.67185600107252994451753012077345105635891101422250179865122595972603086695,1563.92517262143147057363602297395471960935912103914012237018620222732768134283,1561.20395606041282806585372250597475317667470774913023970887931308907903011292
18344608,1697238023,1552.80935494091868530893123074248035996844837691647146361786619854971772613512,1557.50993725375797076738799142232625960755561933020202619149497724709412377290,1549.36456495368052203436116239256005335183803368605582602752040285362660560543
18344736,1697239559,1552.81251908840367175105374822256298794403080316282928482860264741000886947694,1555.39738342824025452849629668171456112105548975858012224582572991623265495110,1549.36456495368052203436116239256005335183803368605582602752040285362660560543
18344864,1697241095,1552.81568323566827903511434201828348595027978613780826436629849521145403312232,1554.09145517881350832309160671450204928305655563242452536551222129571833987809,1549.36456495368052203436116239256005335183803368605582602752040285362660560543
18344992,1697242643,1556.18688149034674222523131664588533087383480026801109934381335298682468823647,1554.84284934644671053806090582040360302506595261935182925179124050166459199150,1552.72508207089539912472393607149242397092797321676867009011631573604934924892
18345120,1697244179,1556.19005250034496688980848395990983716059600526178008028136773641334236030787,1555.19120290524916248140841303940942723917538975468006478591474646894822090194,1552.72508207089539912472393607149242397092797321676867009011631573604934924892
18345248,1697245715,1557.49749221674871549154573450207180350787980864511212194088219372609104893199,1555.83551954941414602847386965290479015162641410278018743471841588126132450773,1554.02644407637032918652661875919337178290799150390799010244121497559345611117
18345376,1697247263,1557.50069067863785654799163727010069970165922647304759498629985379513655355062,1556.05885471058544853745482099175489636847295932333395481227745556290527127681,1554.02644407637032918652661875919337178290799150390799010244121497559345611117
18345504,1697248811,1558.43012438301385184681311562167336411237389693277835705961749365095403320581,1555.65675021551326610600170918223665449016984919154704005909518835479610222815,1554.95061130979683336580064695710530641369257064443646720657840495862970184595
18345632,1697250347,1558.43329993796203740808445212516118241080576059305190758590540774523285201188,1556.97040932350952014540044902889273049433344357622881561008274066423923460344,1554.95061130979683336580064695710530641369257064443646720657840495862970184595
18345760,1697251883,1558.43647549290675646396926544322747237296964724763437526446315290518714751306,1558.83884597607238189696874404294537828392758367100489619608294764069347202896,1554.95061130979683336580064695710530641369257064443646720657840495862970184595
18345888,1697253431,1559.97150496822443176836121449602670760776276935851511767234761985151369457390,1560.24357389226046168185223635138500823624427070143548948231565877772551666982,1556.47901093284231276453936690139900419779341058351670858720737123473427289001
18346016,1697254967,1559.97468364449808216254499976949239999989368860399918627819876190570356780592,1558.50146698190226618245407752832242769363444241337068794499399916660947162781,1556.47901093284231276453936690139900419779341058351670858720737123473427289001
18346144,1697256503,1558.36966159324354852350440577089696223643187213734700466651817282530123516710,1557.58955354822596089322530470339649506307223337287575182723823089309281142416,1554.87441721505727894814713078708175976977504656373360358951678827060401416122
18346272,1697258051,1558.37286180038639434606777937244474364986769419720375762791474759111274503686,1556.89622935622186197924804693062785559130189621615044037944917529471061556115,1554.87441721505727894814713078708175976977504656373360358951678827060401416122
18346400,1697259611,1558.32332752145019994729702177267680027147753482921264194222293509331737344687,1557.45678628745263775287648906389640533904950012417000328641863177829941569428,1554.82177647125481528968218137102291258030654883400967452535823993391483526659
18346528,1697261159,1558.32652762024878231915577745384238192737925773187214824001649483625965959031,1557.73842916805578385969031154792420139274363876458687181728728136745049224860,1554.82177647125481528968218137102291258030654883400967452535823993391483526659
18346656,1697262695,1558.32970291207988140506881684412507023183380006708629412318070462198139518554,1557.73342265808936472206035115575661323531131894901180509742812402043579452154,1554.82177647125481528968218137102291258030654883400967452535823993391483526659
18346784,1697264231,1555.00630932218178566921025517434761195592905929849873160835753674119842696800,1556.82277899751868681644548749600732980024250647744279007359060785766421699452,1551.50270272867583212590297004845271060692120373182572880777021230419757318009
18346912,1697265803,1555.00955209776235219640872355110720906096058383998790327490390996773026260763,1554.10821116218383625276421441623864694176684003238613309135835515743470574663,1551.50270272867583212590297004845271060692120373182572880777021230419757318009
18347040,1697267351,1551.50741646781711823679424509652265583732382024565554289047169948224021469828,1553.08841752359525791505000815760994671871881315169443459648565476067048670590,1548.00528621255005488744520014647329895468597434074502374184821834532021213402
18347168,1697268899,1551.51060253707045314098644398660371790789087865807765858367450738601496112580,1552.43587587350445581935717099357609244478407977481675340974007367326798505525,1548.00528621255005488744520014647329895468597434074502374184821834532021213402
18347296,1697270459,1553.07598550622769233780456402352304614932236823179312513858243129174328672910,1551.87949900481077291315878358147767225010815862405573532741374552535495977818,1549.56392578472629453986542315187074792477807273092018106149896481657702951909
18347424,1697272007,1553.07917478343752125993711917774604826568657904766603429030446013197008603122,1549.98649170065982777448765226893464622987044505897915384572554772542736372656,1549.56392578472629453986542315187074792477807273092018106149896481657702951909
18347552,1697273555,1553.08236406064735018175413413674507215365809211980686910577120570171806912242,1550.49399450670260202679051264059345319525903999909292842686256646060219430676,1549.56392578472629453986542315187074792477807273092018106149896481657702951909
18347680,1697275103,1551.61352620034617670882101975280423114655009826727549004669897014952613883213,1551.35689654710148577494014914167767119354151059022958704558386669175651479352,1548.09523647449420563561823804794097502446060046444608927703734728767127675826
18347808,1697276651,1551.61671245473308756902035487797068980232716991912279378894587844786555462653,1552.23792497717972760472620640647454569472249794294530236810286171649721496038,1548.09523647449420563561823804794097502446060046444608927703734728767127675826
18347936,1697278211,1552.76953533798722661299985344070018676421043651235421099795939725814544145791,1551.73042523886175419467951485467938474637447418099609906927400159597396903314,1549.24223692516587860855171021991616425751191196706472994636186232510945956038
18348064,1697279759,1552.77272395310436364721662589798414859871835694526728472719469302316116130030,1552.41218325374987211958590781973527758133094046697085086107966158732434634760,1549.24223692516587860855171021991616425751191196706472994636186232510945956038
18348192,1697281319,1552.97852117439301744120856492308472842860899888485368481713304570092650765249,1552.71426457365160170650716732291938616140524943872338774286633612374563795333,1549.44435978695302503600268040531219974825652527935737542912412130535818787943
18348320,1697282855,1552.98168523842596315062489329599217987753374869697550872132665202636197925534,1552.63946155002517142681439014907482421929656003544708279710474050464395062690,1549.44435978695302503600268040531219974825652527935737542912412130535818787943
18348448,1697284391,1552.92731143659611231947499624587508381995766064399459527853044886228681349287,1552.41084349438228250154736489996025374622688556651722237598534416085123056008,1549.44435978695302503600268040531219974825652527935737542912412130535818787943
18348576,1697285963,1551.96493257597707132312089409395626590551650650362142749955307566692310421760,1551.68162639166866128148832847212524882054847360410130653290371392852781199125,1548.52212717830481381814206748783276577265766351063022559410679216868374440690
18348704,1697287523,1551.94572388502222286517708360188200101854744335406072002739906365526870309657,1549.99055602098866192481451856174735795878618127046817432629525260119850704264,1548.52212717830481381814206748783276577265766351063022559410679216868374440690
18348832,1697289071,1554.64051533859643146039276637112809055894853756877026192812056818005856917711,1551.35722954653605253586344558934394896997064200177832328983897911844687780950,1551.22000685917881654940060267075521240530339052852715652201594188477660719709
18348960,1697290607,1554.63697602397897153789356860429238499942290167339641451639568104536906657210,1552.32607933476941997932655831997132368589862648602102835580468413422087783742,1551.22000685917881654940060267075521240530339052852715652201594188477660719709
18349088,1697292167,1556.60648930133342716395258353798620411431474483496114364604504802291827969232,1553.21502301801063173415691239995843080906378414633085728670344923915586042635,1553.18572761251926266030027026285710624739852729867078884760790643487473990278
18349216,1697293739,1555.13539930856513798083148188262842423950842949304404286226525791051820461866,1554.20252152993118335091307144772571515442227766214083516987694034834949579359,1551.71670061075761322802244290404015957129755249709590703510170105960289273982
18349344,1697295275,1555.13745688527835684064267089850849437546015227174764308574369869308482613194,1554.36349320834936962683608132356142147638875996310771693511742022182810578550,1551.71670061075761322802244290404015957129755249709590703510170105960289273982
18349472,1697296823,1552.74677528815516940983972865820779856916396074400404460362178537477031353147,1554.74751783595181093153337751908970844723806302200925517371667366485848646957,1549.32871227049384741932766177451981355879181091788539627877660298370899656357
18349600,1697298359,1552.74960088030796247017839341408888997425443391538585081149396370526257795867,1554.79828567482966534812206247665934659293548968037141206862979256574690576638,1549.32871227049384741932766177451981355879181091788539627877660298370899656357
18349728,1697299895,1558.03771137563988348515467337493134877510709451504977567616299106797512854048,1558.47980935799949579887257214614283727215660812822326671698958336416243340463,1554.60219226915611246862583497423220054439091815582355948068041103986570165198
18349856,1697301431,1558.04078199116343724518662402582963691137604864037600248244029971085557992496,1559.44039710177827721413847357033468586464991403722417413735211605163864017354,1554.60219226915611246862583497423220054439091815582355948068041103986570165198
18349984,1697302979,1558.56716800845922199648607054487025300323317537437778741980933048479655804157,1559.35270962679608047136490722176958173244037985200276366642606821424745934398,1555.12428093746097106276081131064501786940266534087958793283066395738002049647
18350112,1697304515,1558.57031191916954232146014155355545657002602527945331635055048812567778579506,1559.24414481701083998800465276745622375431317864250158247891567564568865238916,1555.12428093746097106276081131064501786940266534087958793283066395738002049647
18350240,1697306075,1558.57351940084502377097903955713241456374303191756438475740921356758505137726,1558.81719667688269388349937955503171760892204220802467534172929284043976384467,1555.12428093746097106276081131064501786940266534087958793283066395738002049647
18350368,1697307635,1558.09019874888340906771231947741465495655571418330708863248376094865493825297,1558.62339565566603485942984928993280910379709689066813366748173721403732201638,1554.63882253441727201440081275399062257400526565119889294432022302409867107394
18350496,1697309183,1558.09339285790925548101838054747837145572430497583906946066912797448460072367,1558.14537961194286674340483889186837332130581808397160168383782759485063241047,1554.63882253441727201440081275399062257400526565119889294432022302409867107394
18350624,1697310731,1557.93280784828606485500761839300215468030556646699201174992565598717838807882,1557.76906849791315801480271887204950878440512980734767546434131285884558870790,1554.75204118591483508856373430951714408949574833109164052469613134573015725826
18350752,1697312267,1556.79450392313976869587131334522608309540710605858375660144112514407125342940,1556.48615817951728258333838475000327951880345564306932954159049425214460796983,1554.75204118591483508856373430951714408949574833109164052469613134573015725826
18350880,1697313803,1556.94479135751023055150639895458534009785576476172718755720984958810774403391,1555.81064487465597860768301868815032316753297178579127481652465295155832223098,1555.51912076890316695148206551076872634911409863026982161960498575096255710276
18351008,1697315339,1556.62215411561404219720918940506862983700351040000926738210056282341109293525,1555.47148342590007200615427253032677565111889562515021906301698369829435374590,1555.51912076890316695148206551076872634911409863026982161960498575096255710276
18351136,1697316887,1556.44401757061066427929291138886465491431254091360885088713129931375446131426,1555.59571345208690367709387775863437036014109601174022602535769604160909865078,1555.51912076890316695148206551076872634911409863026982161960498575096255710276
18351264,1697318423,1556.06188857186722324901929905160939740055060553708371765295474233737254366127,1557.83887191273309912769123706450030109750380206423269596164195270158273127339,1555.23329193449035138664788503864269827540202255603545285648416212227489509142
18351392,1697319959,1556.01010593671635829249302066883626162251617384131023640934203247801876943150,1557.67155358962400287662009394097143730145356794729441256918892110163165291610,1555.23329193449035138664788503864269827540202255603545285648416212227489509142
18351520,1697321495,1556.19492630125918204090250649133613032510157805728126869462324185734318384662,1557.97841996216664526202695145239083853298812258185471886091607797801915442388,1555.44525090691148923103362667225869745739950246180834722606816575656152192633
18351648,1697323043,1556.18119368264144862944725528261890075555679980767877992072137607548262596750,1557.54664591797520905642342787677968950256551909688187293359699730989373338023,1555.44525090691148923103362667225869745739950246180834722606816575656152192633
18351776,1697324591,1557.27145132833514157444986538218211758867270927044992851977652140291129498626,1557.63755451036811729057655279733859806172357286841731614967235636693371152285,1556.54112386857586193295179617719835577013009072355219194512342405101826672275
18351904,1697326139,1557.26950861072957956906050428925609980860340477017766564587963738932542323190,1558.05094921992917301173193912697668828498069212918781157947902797744327426511,1556.54112386857586193295179617719835577013009072355219194512342405101826672275
18352032,1697327687,1557.26987454351650125963557625309933685102904008039310504894140379501668563768,1559.20877015656240742849971926356440367135652663692592691538991862683030976734,1556.54112386857586193295179617719835577013009072355219194512342405101826672275
18352160,1697329223,1556.30977633730366791653706972527471386941206497402685194583470477301332166440,1558.76463333158375847846483897218066579731128613369613908541112807656852925614,1555.57985499577197347668432791500006520657803959263410492850518760332542346872
18352288,1697330759,1556.31208920735857819698216623756474474037845112401490359308493470050505652056,1556.24012511043861545891519474217737873772538316424847162572320205295451334865,1555.57985499577197347668432791500006520657803959263410492850518760332542346872
18352416,1697332307,1552.12950059160538379162552553130046843276367208726100102418972379563022615398,1554.96207273051407909552638051635431182859403432953092924725935842048193370802,1551.39652488143003866230025284950745831239455436264410353716482918796848226049
18352544,1697333867,1552.13244828885934879891066595993512246591168431988118669853159076825875194825,1554.75051026396014385459135491103759087668955623679225270772580965074182742748,1551.39652488143003866230025284950745831239455436264410353716482918796848226049
18352672,1697335403,1556.65818309427336024890900859435741255758056225145626927819929885847374497162,1556.76238942328895249155366827981219675755917356799711771469598612198138650958,1555.91708746578354824434688971423437196344367219765129906304948043158593838946
18352800,1697336975,1556.66134793999205601575836919529523183076717870178316123373933719339145380414,1557.19951571791768577060467008659754226107944491553176430173944245783595416333,1555.91708746578354824434688971423437196344367219765129906304948043158593838946
18352928,1697338511,1556.66447585632916862910696501929026512300010066208093013199295012717812954584,1557.06553976397146304003673400651606153161633642120488140127731783075432835056,1555.91708746578354824434688971423437196344367219765129906304948043158593838946
18353056,1697340047,1556.44391714881319646178639620582467382084765131405807012304178040647832946931,1556.64625846325337847665433750315579993516998546940574356913174157300536280392,1555.69348935920655675744569112132031879375991450017477763156747252662848628170
18353184,1697341595,1556.46955024164426324782815428538769017641854738867461632807002721081828321373,1556.58439568822713075995985725546339030102907353965256375268858652527862757203,1555.69348935920655675744569112132031879375991450017477763156747252662848628170
18353312,1697343131,1555.48355289940125381330928012510680266784090023137831362352465733178494900632,1556.74188023431957614440052820659653445900832944682672813656829120567496299933,1554.70482376262117322395483256350900678860483445569989100500458486252093111153
18353440,1697344667,1555.48671761184185759704439094827879676762343480095517607418162323291168674127,1555.10184872421519349533036376754118067761538189236960088094928332364327987312,1554.70482376262117322395483256350900678860483445569989100500458486252093111153
18353568,1697346203,1555.32889150229796992107348474360631483312744716060575333451439521922117117627,1554.06557257385138194480126302221043039127228913073509115070932934793090570624,1554.54391238988189128519285025473369753540737189567683587920349404847961062312
18353696,1697347751,1555.33208343580659835249158426144402369792716345838470055677100423417348367095,1554.40747820829711422332948818921946077630942061967540965011611222941240344702,1554.54391238988189128519285025473369753540737189567683587920349404847961062312
18353824,1697349287,1555.33525117870856338743150915204557002049972579892337889150483259555280813191,1554.67600356033486898411506829725308422646080311555238362546310524618349355023,1554.54391238988189128519285025473369753540737189567683587920349404847961062312
18353952,1697350835,1554.61971435170177883736269419857495087626127199328044853659746820737624704673,1554.62583890907962299463210056020731499775448330845892049195683430710339594124,1553.82554992147607850679976596039008415168922240875659536534045554515539527628
18354080,1697352395,1554.62293058565242936129677072926764242980468303923850486540244851464564572227,1553.92037147446596659148535103614994388835630215363397213986274358339389497463,1553.82554992147607850679976596039008415168922240875659536534045554515539527628
18354208,1697353943,1554.46222168505864077246526768357477205572933191686306238607418831103422925627,1554.10482921535227882010894752855613819190929637039501696419901597488379830228,1553.66173383570934635886068186558660037624595569201020998998378956469128605694
18354336,1697355479,1554.46538824866616777289150414230174424244554375518418600869413137828017853283,1555.32252355688691330324322113064832651160690247797897389928736342339886109403,1553.66173383570934635886068186558660037624595569201020998998378956469128605694
18354464,1697357015,1555.97423102018884057289763319639544020885059133358931608842254797130960768922,1555.04081259232835770023732420389668907895552285693415009847498023269361159729,1555.16662851948504565140531376805292117868850609649501441705439244711006446330
18354592,1697358563,1555.97742545763112828843694861670868421963716413903760793153164237018597650385,1554.97625873691944913633775183080832383685039518813531675063242192584359162370,1555.16662851948504565140531376805292117868850609649501441705439244711006446330
18354720,1697360099,1555.98059514058608275779683928058856275649203689159264906097711941744048442520,1555.41848547836087843148271956607869869683890256814583302764758028439506779281,1555.16662851948504565140531376805292117868850609649501441705439244711006446330
18354848,1697361683,1558.72667770414197403258030334750810722449068412456485865773494385952992665764,1557.20933159996267708353975943249758846029216022555704120977584329480952769365,1557.90800175921746985835931128732266511045634283586528208965720461880194474019
18354976,1697363231,1558.72987778874436516621147599806332149659017234668612520849600026336765144610,1557.91845797506692552453390673642492111224112585579436946792025655371747220586,1557.90800175921746985835931128732266511045634283586528208965720461880194474019
18355104,1697364767,1558.80146219493608059686304568114510207134969479858970893004539067418739281379,1557.95722153905927612339188600390024987507651716512929558231901887801826537504,1557.97637467667738321441867055548563739110001416942941203908650304642732358840
18355232,1697366315,1558.80466242221221525741790495151900721347061136909631870479634326899509542169,1558.97942715602412383503882439131288954341369136057200288984293634618396175888,1557.97637467667738321441867055548563739110001416942941203908650304642732358840
18355360,1697367875,1559.63507608628157908476966512549052600566392345389639436504666171209495664048,1559.63329480046845327379778570037006979271952081870494758760608469162644423660,1558.80312205895330720963130760631132468643436749899329844394702537591992280181
18355488,1697369423,1559.63827801245590464991287941637483370028779236343142521771588011414120492764,1558.21453886191062936020359766348406779635020897868565323494206415943850568355,1558.80312205895330720963130760631132468643436749899329844394702537591992280181
18355616,1697370971,1556.86537843158223916305349717491319461135712228160575679856248121959703035344,1557.12574527032795714014408478579754428074179194125426109727653611776043053864,1556.02851279637089789617976661485610668404228618583042657343272789358990534965
18355744,1697372507,1556.86854988170300350307883595624523961953100740077064855568611816446709241627,1556.53477375828714759181283697751456508602619110306870837113102948370063873426,1556.02851279637089789617976661485610668404228618583042657343272789358990534965
18355872,1697374055,1556.87174610881799040668367643306399886412511743911815024805811385452130904463,1556.75900891466338638236704227368903380716261771456490693945238924215726056931,1556.02851279637089789617976661485610668404228618583042657343272789358990534965
18356000,1697375615,1554.75953694023190262441372544401378295499274386732556348102172879827077151976,1555.12949449805592427586604933930796494894567390189630730461490747394269150817,1553.91423275780060692522661686110894867074190444332024214602769127349567024321
18356128,1697377163,1554.76272882445379892985281216871395579876962531548646295834473837462952318812,1556.57564068632518354263087887398477127851440768052920525754408052590371300478,1553.91423275780060692522661686110894867074190444332024214602769127349567024321
18356256,1697378711,1552.54608796814060528482150751913293848191895740069026853845403602413729658112,1554.71456076982210007313327303419207277793459192518098856600415843250874547430,1551.49711502896412190061733427668183166317818141494113926212876354966689039590
18356384,1697380247,1552.89993309756112488829839699356926814733239305624141280063834713751596758199,1554.31640445178144111475942187812664465872167747708240610929706344824035071213,1551.30287231414531998581794490757984765810495488749713606965078609288222110438
18356512,1697381783,1555.56526008411378770065133280084986761023337256610613930108195833325208566039,1555.54947860343295184959007522034907286141015337867040509019407189093329487669,1553.66051497627577697310401411037683563535734810929398197035848088174495596267
18356640,1697383319,1555.73560139666127219409180580867853142752292266798252943246632517590082211017,1555.82358039928243596921485151664929887405344746696286905306753987717413589687,1553.66051497627577697310401411037683563535734810929398197035848088174495596267
18356768,1697384879,1555.83238491034162555330947743620851509201379603168952109803077719718100773441,1555.88702775778150892946098073462520397881125866382551663764075063456829959198,1553.66051497627577697310401411037683563535734810929398197035848088174495596267
18356896,1697386415,1556.31738123554699479274276411213288951015721478228950828771882656829200687782,1555.94195814208754900557890630677827277925688505919033828667814105832689008581,1554.09100450677039534398523427910233223128013526711030387740970139606204777100
18357024,1697387951,1556.34862512538933184451602637503983036407666786403701841987227503011552111716,1555.66568301682687775112016124731984380368501924770285304287440019328074996902,1554.09100450677039534398523427910233223128013526711030387740970139606204777100
18357152,1697389511,1557.84784434169118535977255113730251173379583868634940199009720224975854995262,1556.71457657168653974426807027596696373403555903795937318779370883604815498930,1555.56912855879345014329251512603213489847926898417830478362766217525589777657
18357280,1697391059,1557.85961310443497779715024775449324282309322980360819578580049425167139419448,1557.20938642259083619601357742440984118032542523535522757215882247683140115963,1555.56912855879345014329251512603213489847926898417830478362766217525589777657
18357408,1697392607,1559.18112314492489921143466332539520772165800150000379507673265985523441011624,1557.22996154291857325110480354167311750408264733570472268112958568147420545607,1556.88078431932535400739054026206082668069512549454797259330653078517130463387
18357536,1697394155,1559.01446590760250024582091910433706977260127231883740219011986412296668065913,1559.01837352608608314223231547072873509063180169211230000892023690696105495426,1556.88078431932535400739054026206082668069512549454797259330653078517130463387
18357664,1697395691,1566.60945241438438125245990162874380872240411703884970448215472877467720924445,1560.78940789160723672959617853738151637300728025306092821361616641666812994393,1564.77194474630376989231621886955709237151352479107708100538994891644235212200
18357792,1697397227,1566.28632420529849252563870542872359335716521081154587318630689640905732015195,1563.65481727267004410586966485442468947738508777725316177493774303598906373147,1564.61744641370321873772029864233701836371339449024599721734767410456577696030
18357920,1697398763,1566.19452687121319131191773889026765898375690767330007247904182675636226301295,1564.27841577027654047151659024943722550786660026039098336761527287152283407797,1564.61744641370321873772029864233701836371339449024599721734767410456577696030
18358048,1697400299,1560.83965534840669527826844974208887982642820840044449075226915937439140552827,1563.35145047083563655552591849218310103068961963397088814393103838440778223490,1559.31712889742521461878047125893898260394307210448641889029258808425779085053
18358176,1697401859,1560.81355773784239741356283595818596539436950262954675298963511219079782705398,1562.91963037560178598255445500639355583548855629379636226575823373240174493265,1559.31712889742521461878047125893898260394307210448641889029258808425779085053
18358304,1697403407,1565.46003359777327719483805043695035625948690329020369006414058261910549466722,1564.37021017533275312166338202063883485385961387041108423531350782739537484823,1563.97196420183061147952881785914966548013552310407810882039348803037110137481
